ACNB,GOOG/NASDAQ_ACNB,Acnb Corp.,Bank,NASDAQ,6000
ACO,GOOG/NYSE_ACO,Amcol International Corp.,Chemical (Specialty),NYSE,2820
ACOM,GOOG/NASDAQ_ACOM,Ancestry.Com,Internet,NASDAQ,7370
ACOR,GOOG/NASDAQ_ACOR,Acorda Therapeutics,Retail Store,NASDAQ,5300
ACPW,GOOG/NASDAQ_ACPW,Active Power,Electronics,NASDAQ,3670
ACRX,GOOG/NASDAQ_ACRX,Acelrx Pharmaceuticals,Drug,NASDAQ,2834
ACTG,GOOG/NASDAQ_ACTG,Acacia Research Corp.,Entertainment,NASDAQ,7950
ACTS,GOOG/NASDAQ_ACTS,Actions Semiconductor Co.,Semiconductor,NASDAQ,3674
ACTV,GOOG/NYSE_ACTV,Active Network Inc,Information Services,NYSE,8900
ACU,GOOG/AMEX_ACU,Acme United Corporation.,Household Products,AMEX,2840
ACUR,GOOG/NASDAQ_ACUR,Acura Pharmaceuticals,Drug,NASDAQ,2834
ACW,GOOG/NYSE_ACW,Accuride Corporation New,Auto & Truck,NYSE,3710
ACXM,GOOG/NASDAQ_ACXM,Acxiom Corp.,Computer Software & Svcs,NASDAQ,3579
ACY,GOOG/AMEX_ACY,Aerocentury,Financial Svcs. (Div.),AMEX,6100
ADAT,GOOG/NASDAQ_ADAT,Authentidate Holding,Computer Software/Svcs,NASDAQ,
ADBE,GOOG/NASDAQ_ADBE,Adobe Systems Incorporated,Computer Software & Svcs,NASDAQ,3579
ADC,GOOG/NYSE_ADC,Agree Realty Corp.,R.E.I.T.,NYSE,6720
ADEP,GOOG/NASDAQ_ADEP,Adept Technology,Computer Software/Svcs,NASDAQ,3579
ADES,GOOG/NASDAQ_ADES,Ada-Es,Environmental,NASDAQ,4953
ADGE,GOOG/AMEX_ADGE,American Dg Energy Inc.,Electrical Equipment,AMEX,3600
ADI,GOOG/NASDAQ_ADI,Analog Devices,Semiconductor,NASDAQ,3674
ADK,GOOG/AMEX_ADK,Adcare Health Systems Inc,Medical Services,AMEX,8000
ADM,GOOG/NYSE_ADM,Archer-Daniels-Midland Company,Food Processing,NYSE,2000
ADNC,GOOG/NASDAQ_ADNC,Audience Inc.,Semiconductor,NASDAQ,3674
ADP,GOOG/NASDAQ_ADP,Automatic Data Processing,Computer Software & Svcs,NASDAQ,3579
ADS,GOOG/NYSE_ADS,Alliance Data Systems Corp.,Information Services,NYSE,
ADSK,GOOG/NASDAQ_ADSK,Autodesk,Computer Software & Svcs,NASDAQ,3579
ADT,GOOG/NYSE_ADT,ADT Corp. (The),Electronics,NYSE,3670
ADTN,GOOG/NASDAQ_ADTN,Adtran,Telecom. Services,NASDAQ,4810
ADUS,GOOG/NASDAQ_ADUS,Addus Homecare Corp.,Medical Services,NASDAQ,8000
ADVS,GOOG/NASDAQ_ADVS,Advent Software,Computer Software & Svcs,NASDAQ,3579
ADX,GOOG/NYSE_ADX,Adams Express Company,Investment Co.,NYSE,6730
ADY,GOOG/NYSE_ADY,Feihe International,Food Processing,NYSE,2000
AE,GOOG/AMEX_AE,Adams Resources & Energy,Petroleum (Producing),AMEX,1300
AEC,GOOG/NYSE_AEC,Associated Estates Realty Corp.,R.E.I.T.,NYSE,6720
AEE,GOOG/NYSE_AEE,Ameren Corp.,Electric Util. (Central),NYSE,4912
AEG,GOOG/NYSE_AEG,Aegon Nv,Insurance (Life),NYSE,6310
AEGN,GOOG/NASDAQ_AEGN,Aegoin Corp,Medical Supplies,NASDAQ,8060
AEGR,GOOG/NASDAQ_AEGR,Aegerion Pharmaceuticals,Biotechnology,NASDAQ,2830
AEHR,GOOG/NASDAQ_AEHR,Aehr Test Systems,Electronics,NASDAQ,3670
AEIS,GOOG/NASDAQ_AEIS,Advanced Energy Industries,Semiconductor,NASDAQ,3674
AEL,GOOG/NYSE_AEL,American Equity Investment Life,Insurance (Life),NYSE,6310
AEM,GOOG/NYSE_AEM,Agnico-Eagle Mines Limited,Gold/Silver Mining,NYSE,1041
AEO,GOOG/NYSE_AEO,American Eagle Outfitters,Retail (Special Lines),NYSE,5600
AEP,GOOG/NYSE_AEP,American Electric Power Company,Electric Utility (East),NYSE,4911
AEPI,GOOG/NASDAQ_AEPI,Aep Industries Inc.,Chemical (Specialty),NASDAQ,2820
AER,GOOG/NYSE_AER,Aercap Holdings N.V.,Industrial Services,NYSE,7300
AERL,GOOG/NASDAQ_AERL,Asia Entertainment & Resources Ltd,Hotel/Gaming,NASDAQ,7000
AES,GOOG/NYSE_AES,The Aes Corp.,Electric Utility (West),NYSE,4913
AET,GOOG/NYSE_AET,Aetna Inc.,Medical Services,NYSE,8000
AETI,GOOG/NASDAQ_AETI,American Electric Technologies,Telecom. Equipment,NASDAQ,4811
AEY,GOOG/NASDAQ_AEY,Addvantage Technologies Group,Cable TV,NASDAQ,4840
AEZ.TO,YAHOO/TSX_AEZ_TO,AEterna Zentaris Inc,Drug,TSX,2834
AF,GOOG/NYSE_AF,Astoria Financial Corp.,Investment Co. (Foreign),NYSE,6730
AFAM,GOOG/NASDAQ_AFAM,Almost Family Inc,Medical Services,NASDAQ,8000
AFC,GOOG/NYSE_AFC,Allied Capital Corp.,Insurance (Prop/Casualty,NYSE,6330
AFCB,GOOG/NASDAQ_AFCB,Athens Bancshares Corp.,Thrift,NASDAQ,6120
AFCE,GOOG/NASDAQ_AFCE,Afc Enterprises,Restaurant,NASDAQ,5812
AFFX,GOOG/NASDAQ_AFFX,Affymetrix,Medical Services,NASDAQ,8000
AFFY,GOOG/NASDAQ_AFFY,Affymax,Pharmacy Services,NASDAQ,5910
AFG,GOOG/NYSE_AFG,American Financial Group,Insurance (Prop/Casualty,NYSE,6330
AFL,GOOG/NYSE_AFL,Aflac Incorporated,Insurance (Life),NYSE,6310
AFOP,GOOG/NASDAQ_AFOP,Alliance Fiber Optic Products,Computers/Peripherals,NASDAQ,
AFSI,GOOG/NASDAQ_AFSI,Amtrust Financial Services,Insurance (Prop/Cas.),NASDAQ,6330
AFT,GOOG/NYSE_AFT,Apollo Senior Floating Rate Fund Inc.,Telecom. Equipment,NYSE,4811
AG,GOOG/NYSE_AG,First Majestic Silver,Machinery,NYSE,3500
AGCO,GOOG/NYSE_AGCO,Agco Corp.,Machinery,NYSE,3500
AGEN,GOOG/NASDAQ_AGEN,Agenus Inc.,Drug,NASDAQ,2834
AGI,GOOG/NYSE_AGI,Alpine Group,Electronics,NYSE,3670
AGII,GOOG/NASDAQ_AGII,Argo Group International Holdings Ltd,Insurance (Prop/Casualty,NASDAQ,6330
AGM,GOOG/NYSE_AGM,Federal Agricultural Mortgage Corp.,Financial Svcs. (Div.),NYSE,6100
AGN,GOOG/NYSE_AGN,Allergan,Medical Supplies,NYSE,8060
AGO,GOOG/NYSE_AGO,Assured Guaranty Ltd,Financial Svcs. (Div.),NYSE,6100
AGP,GOOG/NYSE_AGP,Amerigroup Corp.,Medical Services,NYSE,
AGRO,GOOG/NYSE_AGRO,Adecoagro S.A.,Food Processing,NYSE,2000
AGU,GOOG/NYSE_AGU,Agrium Inc.,Chemical (Specialty),NYSE,2820
AGX,GOOG/AMEX_AGX,Argan,Food Processing,AMEX,2000
AGYS,GOOG/NASDAQ_AGYS,Agilysys,Electronics,NASDAQ,3670
AH,GOOG/NYSE_AH,Accretive Health,Aerospace/Defense,NYSE,3720
AHC,GOOG/NYSE_AHC,A.H. Belo Corp.,Petroleum (Integrated),NYSE,2900
AHGP,GOOG/NASDAQ_AHGP,Alliance Holdings Gp L.P.,Coal,NASDAQ,1220
AHL,GOOG/NYSE_AHL,Aspen Insurance Holdings,Insurance (Prop/Cas.),NYSE,6330
AHPI,GOOG/NASDAQ_AHPI,Allied Healthcare Products,Medical Supplies,NASDAQ,8060
AHS,GOOG/NYSE_AHS,Amn Healthcare Services Inc,Human Resources,NYSE,
AHX.TO,YAHOO/TSX_AHX_TO,Adherex Technologies INC,Drug,TSX,2834
AI,GOOG/NYSE_AI,Arlington Asset Investment Corp,Telecom. Services,NYSE,4810
AIA,GOOG/AMEX_AIA,S&P Asia 50 Index Ishares,Financial Svcs. (Div.),AMEX,
AIG,GOOG/NYSE_AIG,American International Group,Financial Svcs. (Div.),NYSE,6100
AIM,GOOG/AMEX_AIM,Aerosonic Corp.,Aerospace/Defense,AMEX,3720
AIMC,GOOG/NASDAQ_AIMC,Altra Holdings,Machinery,NASDAQ,3500
AIN,GOOG/NYSE_AIN,Albany International Corp.,Machinery,NYSE,3500
AINV,GOOG/NASDAQ_AINV,Apollo Investment Corp.,Financial Svcs. (Div.),NASDAQ,6100
AIQ,GOOG/NYSE_AIQ,Alliance Healthcare Services,Medical Supplies,NYSE,8060
AIR,GOOG/NYSE_AIR,Aar,Aerospace/Defense,NYSE,3720
AIRM,GOOG/NASDAQ_AIRM,Air Methods Corp.,Medical Services,NASDAQ,8000
AIRT,GOOG/NASDAQ_AIRT,Air T,Air Transport,NASDAQ,4510
AIT,GOOG/NYSE_AIT,Applied Industrial Technologies,Machinery,NYSE,3500
AIV,GOOG/NYSE_AIV,Apartment Investment And Management,R.E.I.T.,NYSE,6720
AIZ,GOOG/NYSE_AIZ,Assurant,Metal Fabricating,NYSE,3400
AJG,GOOG/NYSE_AJG,Arthur J. Gallagher & Co.,Financial Svcs. (Div.),NYSE,6100
AKAM,GOOG/NASDAQ_AKAM,Akamai Technologies,Internet,NASDAQ,7370
AKN,GOOG/AMEX_AKN,Safety First Trust,Medical Supplies,AMEX,8060
AKR,GOOG/NYSE_AKR,Acadia Realty Trust,R.E.I.T.,NYSE,6720
AKRX,GOOG/NASDAQ_AKRX,Akorn,Medical Supplies,NASDAQ,8060
AKS,GOOG/NYSE_AKS,Ak Steel Holding Corp.,Steel (Integrated),NYSE,3312
AL,GOOG/NYSE_AL,Air Lease Corporation Class A C,Metals & Mining (Div.),NYSE,1000
ALB,GOOG/NYSE_ALB,Albemarle Corp.,Chemical (Diversified),NYSE,2813
ALC,GOOG/NYSE_ALC,Assisted Living Concepts Inc.,Packaging & Container,NYSE,2640
ALC.TO,YAHOO/TSX_ALC_TO,Algoma Central Corp.,Maritime,TSX,4400
ALCO,GOOG/NASDAQ_ALCO,Alico,Food Processing,NASDAQ,2000
ALCS,GOOG/NASDAQ_ALCS,Alco Stores Inc,Retail Store,NASDAQ,5300
ALD,GOOG/AMEX_ALD,Asia Local Debt ETF Wisdomtree,Financial Svcs. (Div.),AMEX,6100
ALDW,GOOG/NYSE_ALDW,Alon USA Partners LP,Petroleum (Producing),NYSE,1300
ALE,GOOG/NYSE_ALE,Allete,Electric Util. (Central),NYSE,4912
ALEX,GOOG/NYSE_ALEX,Alexander And Baldwin Inc,Maritime,NYSE,4400
ALFA,GOOG/AMEX_ALFA,Alphaclone Alternative Alpha Et,Financial Svcs. (Div.),AMEX,6100
ALG,GOOG/NYSE_ALG,Alamo Group,Machinery,NYSE,3500
ALGN,GOOG/NASDAQ_ALGN,Align Technology,Medical Supplies,NASDAQ,8060
ALGT,GOOG/NASDAQ_ALGT,Allegiant Travel Company,Air Transport,NASDAQ,4510
ALIM,GOOG/NASDAQ_ALIM,Alimera Sciences,Drug,NASDAQ,2834
ALJ,GOOG/NYSE_ALJ,Alon USA Energy,Petroleum (Producing),NYSE,1300
ALK,GOOG/NYSE_ALK,Alaska Air Group,Air Transport,NYSE,4510
ALKS,GOOG/NASDAQ_ALKS,Alkermes,Drug,NASDAQ,2834
ALL,GOOG/NYSE_ALL,Allstate Corporation,Insurance (Prop/Casualty,NYSE,6330
ALLB,GOOG/NASDAQ_ALLB,Alliance Bank,Thrift,NASDAQ,6120
ALLT,GOOG/NASDAQ_ALLT,Allot Communications Ltd,Telecom. Services,NASDAQ,4810
ALN,GOOG/AMEX_ALN,American Lorain Corp.,Telecom. Equipment,AMEX,4811
ALNC,GOOG/NASDAQ_ALNC,Alliance Financial Corp.,Bank,NASDAQ,6000
ALNY,GOOG/NASDAQ_ALNY,Alnylam Pharmaceuticals,Drug,NASDAQ,2834
ALOG,GOOG/NASDAQ_ALOG,Analogic Corp.,Precision Instrument,NASDAQ,3800
ALOT,GOOG/NASDAQ_ALOT,Astro-Med,Computer & Peripherals,NASDAQ,3573
ALR,GOOG/NYSE_ALR,Alere Inc.,Aerospace/Defense,NYSE,3720
ALRN,GOOG/NASDAQ_ALRN,American Learning Corp.,Medical Services,NASDAQ,8000
ALSK,GOOG/NASDAQ_ALSK,Alaska Communications Systems,Telecom. Services,NASDAQ,4810
ALSN,GOOG/NYSE_ALSN,Allison Transmission Holdings,Auto Parts,NYSE,3716
ALT,GOOG/AMEX_ALT,Diversified Alternatives Trust Ishares,Drug,AMEX,2834
ALTE,GOOG/NASDAQ_ALTE,Alterra Capital Holdings Ltd,Reinsurance,NASDAQ,6399
ALTH,GOOG/NASDAQ_ALTH,Allos Therapeutics,Drug,NASDAQ,2834
ALTI,GOOG/NASDAQ_ALTI,Altair Nanotechnologies Inc.,Computer Software & Svcs,NASDAQ,3579
ALTR,GOOG/NASDAQ_ALTR,Altera Corp.,Semiconductor Cap Equip,NASDAQ,3680
ALU,GOOG/NYSE_ALU,Alcatel Lucent,Toiletries/Cosmetics,NYSE,2844
ALV,GOOG/NYSE_ALV,Autoliv,Auto Parts (OEM),NYSE,3716
ALVR,GOOG/NASDAQ_ALVR,Alvarion Ltd,Wireless Networking,NASDAQ,7380
ALX,GOOG/NYSE_ALX,Alexander's,Retail Store,NYSE,5300
ALXA,GOOG/NASDAQ_ALXA,Alexza Pharmaceuticals,Drug,NASDAQ,2834
ALXN,GOOG/NASDAQ_ALXN,Alexion Pharmaceuticals,Drug,NASDAQ,2834
AM,GOOG/NYSE_AM,American Greetings Corp.,Packaging & Container,NYSE,2640
AMAG,GOOG/NASDAQ_AMAG,Amag Pharmaceuticals,Drug,NASDAQ,2834
AMAT,GOOG/NASDAQ_AMAT,Applied Materials,Semiconductor Cap Equip,NASDAQ,3680
AMBA,GOOG/NASDAQ_AMBA,Ambarella Inc,Semiconductor,NASDAQ,3674
AMBT,GOOG/NASDAQ_AMBT,Ambient Corp,Telecom. Equipment,NASDAQ,4811
AMCC,GOOG/NASDAQ_AMCC,Applied Micro Circuits Corp.,Semiconductor,NASDAQ,3674
AMCF,GOOG/NASDAQ_AMCF,Andatee China Marine Fuel Services,Maritime,NASDAQ,4400
AMCN,GOOG/NASDAQ_AMCN,Airmedia Group Inc,Recreation,NASDAQ,7900
AMCX,GOOG/NASDAQ_AMCX,Amc Networks Inc.,Entertainment,NASDAQ,7950
AMD,GOOG/NYSE_AMD,Advanced Micro Devices,Semiconductor,NYSE,3674
AME,GOOG/NYSE_AME,Amtek,Diversified Co.,NYSE,9913
AMED,GOOG/NASDAQ_AMED,Amedisys Inc,Medical Services,NASDAQ,8000
AMG,GOOG/NYSE_AMG,Affiliated Managers Group,Financial Svcs. (Div.),NYSE,6100
AMGN,GOOG/NASDAQ_AMGN,Amgen Inc.,Drug,NASDAQ,2834
AMIC,GOOG/NASDAQ_AMIC,American Independence,Internet,NASDAQ,
AMID,GOOG/NYSE_AMID,American Midstreampartners Lp,Pipeline MLPs,NYSE,4619
AMKR,GOOG/NASDAQ_AMKR,Amkor Technology,Semiconductor,NASDAQ,3674
AMM,GOOG/AMEX_AMM,Safety First Trust,Food Wholesalers,AMEX,5140
AMM.TO,YAHOO/TSX_AMM_TO,Almaden Minerals Ltd,Precious Metals,TSX,1041
AMNB,GOOG/NASDAQ_AMNB,American National Bankshares,Bank,NASDAQ,6000
AMOT,GOOG/NASDAQ_AMOT,Allied Motion Technologies,Precision Instrument,NASDAQ,
AMP,GOOG/NYSE_AMP,Ameriprise Financial Services,Financial Svcs. (Div.),NYSE,6100
AMPE,GOOG/NASDAQ_AMPE,Ampio Pharmaceutical,Metals & Mining (Div.),NASDAQ,1000
AMPL,GOOG/NASDAQ_AMPL,Ampal-American Israel Corp.,Financial Svcs. (Div.),NASDAQ,6100
AMRB,GOOG/NASDAQ_AMRB,American River Bankshares,Bank,NASDAQ,6000
AMRC,GOOG/NYSE_AMRC,Ameresco Inc,Power,NYSE,4900
AMRE,GOOG/NYSE_AMRE,Amreit Inc.,Environmental,NYSE,4953
AMRI,GOOG/NASDAQ_AMRI,Albany Molecular Research,Drug,NASDAQ,2834
AMRN,GOOG/NASDAQ_AMRN,Amarin Corporation Plc,Drug,NASDAQ,2834
AMRS,GOOG/NASDAQ_AMRS,Amyris,Power,NASDAQ,4900
AMS,GOOG/AMEX_AMS,American Shared Hospital Services,Medical Services,AMEX,8000
AMSC,GOOG/NASDAQ_AMSC,American Superconductor Corp.,Semiconductor,NASDAQ,3674
AMSF,GOOG/NASDAQ_AMSF,Amerisafe,Financial Svcs. (Div.),NASDAQ,6100
AMSG,GOOG/NASDAQ_AMSG,Amsurg,Medical Services,NASDAQ,8000
AMSWA,GOOG/NASDAQ_AMSWA,American Software,Computer Software & Svcs,NASDAQ,3579
AMT,GOOG/NYSE_AMT,American Tower Corp.,Telecom. Equipment,NYSE,4811
AMTD,GOOG/NYSE_AMTD,TD Ameritrade Holding Corp.,Internet,NYSE,7370
AMTG,GOOG/NYSE_AMTG,Apollo Residential Mortgage In,Financial Svcs. (Div.),NYSE,6100
AMWD,GOOG/NASDAQ_AMWD,American Woodmark Corp.,Building Materials,NASDAQ,3200
AMX,GOOG/NYSE_AMX,America Movil S.A.B. De C.V.,Telecom. Services,NYSE,4810
AMZN,GOOG/NASDAQ_AMZN,Amazon.Com,Internet,NASDAQ,7370
AN,GOOG/NYSE_AN,Autonation,Industrial Services,NYSE,7300
ANAC,GOOG/NASDAQ_ANAC,Anacor Pharmaceuticals,Drug,NASDAQ,2834
ANAD,GOOG/NASDAQ_ANAD,Anadigics,Semiconductor,NASDAQ,3674
ANAT,GOOG/NASDAQ_ANAT,American National Insurance,Insurance (Life),NASDAQ,6310
ANCB,GOOG/NASDAQ_ANCB,Anchor Bancorp,Bank,NASDAQ,6000
ANCI,GOOG/NASDAQ_ANCI,American Caresource Holdings,Healthcare Information,NASDAQ,7375
ANCX,GOOG/NASDAQ_ANCX,Access National Corp.,Trucking/Transp. Leasing,NASDAQ,4200
AND,GOOG/AMEX_AND,G-X FTSE Andean 40 ETF,Electronics,AMEX,3670
ANDE,GOOG/NASDAQ_ANDE,The Andersons,Diversified Co.,NASDAQ,9913
ANEN,GOOG/NASDAQ_ANEN,Anaren,Electronics,NASDAQ,3670
ANF,GOOG/NYSE_ANF,Abercrombie & Fitch Company,Retail (Special Lines),NYSE,5600
ANFI,GOOG/NYSE_ANFI,American Natl Finl,Industrial Services,NYSE,7300
ANGI,GOOG/NASDAQ_ANGI,Angie's List Inc.,Internet,NASDAQ,7370
ANGN,GOOG/NASDAQ_ANGN,Angeion Corp.,Medical Supplies,NASDAQ,8060
ANGO,GOOG/NASDAQ_ANGO,Angiodynamics,Medical Supplies,NASDAQ,8060
ANIK,GOOG/NASDAQ_ANIK,Anika Therapeutics Inc.,Drug,NASDAQ,2834
ANLY,GOOG/NASDAQ_ANLY,Analysts International Corp.,Computer Software & Svcs,NASDAQ,3579
ANN,GOOG/NYSE_ANN,Ann Inc,Retail (Special Lines),NYSE,5600
ANNB,GOOG/NASDAQ_ANNB,Annapolis Bancorp Inc.,Bank,NASDAQ,6000
ANR,GOOG/NYSE_ANR,Alpha Natural Resources,Coal,NYSE,1220
ANSS,GOOG/NASDAQ_ANSS,Ansys,Computer Software & Svcs,NASDAQ,3579
ANTH,GOOG/NASDAQ_ANTH,Anthera Pharmaceuticals,Drug,NASDAQ,2834
ANTP,GOOG/NASDAQ_ANTP,Phazar Corp,Telecom. Equipment,NASDAQ,4811
ANV,GOOG/AMEX_ANV,Allied Nevada Gold Corp,Precious Metals,AMEX,1041
ANW,GOOG/NYSE_ANW,Aegean Marine Petroleum Network,Maritime,NYSE,4400
ANX,GOOG/AMEX_ANX,Adventrx Pharmaceuticals,Drug,AMEX,2834
AOI,GOOG/NYSE_AOI,Alliance One International,Tobacco,NYSE,2085
AOL,GOOG/NYSE_AOL,Aol Inc.,Internet,NYSE,7370
AON,GOOG/NYSE_AON,Aon Plc,Financial Svcs. (Div.),NYSE,6100
AONE,GOOG/NASDAQ_AONE,A123 Systems,Electronics,NASDAQ,3670
AOS,GOOG/NYSE_AOS,Smith [A.O.] Corp.,Machinery,NYSE,3500
AOSL,GOOG/NASDAQ_AOSL,Alpha And Omega Semiconductor,Semiconductor,NASDAQ,3674
AP,GOOG/NYSE_AP,Ampco-Pittsburgh Corp.,Steel (General),NYSE,3311
APA,GOOG/NYSE_APA,Apache Corp.,Petroleum (Producing),NYSE,1300
APAGF,GOOG/NASDAQ_APAGF,Apco Oil And Gas International,Petroleum (Producing),NASDAQ,1300
APC,GOOG/NYSE_APC,Anadarko Petroleum Corp.,Petroleum (Producing),NYSE,1300
APD,GOOG/NYSE_APD,Air Products And Chemicals,Chemical (Diversified),NYSE,2813
APEI,GOOG/NASDAQ_APEI,American Public Education,Educational Services,NASDAQ,8299
APFC,GOOG/NASDAQ_APFC,American Pacific Corp.,Chemical (Specialty),NASDAQ,2820
APH,GOOG/NYSE_APH,Amphenol Corp.,Electronics,NYSE,3670
API,GOOG/AMEX_API,Advanced Photonix,Electrical Equipment,AMEX,3600
APKT,GOOG/NASDAQ_APKT,Acme Packet,Internet,NASDAQ,7370
APL,GOOG/NYSE_APL,Atlas Pipeline Partners L.P.,Oilfield Svcs/Equip.,NYSE,3533
APO,GOOG/NYSE_APO,Apollo Global Management Llc C,Financial Svcs. (Div.),NYSE,6100
APOG,GOOG/NASDAQ_APOG,Apogee Enterprises,Building Materials,NASDAQ,3200
APOL,GOOG/NASDAQ_APOL,Apollo Group,Educational Services,NASDAQ,8299
APP,GOOG/AMEX_APP,American Apparel Inc,Financial Svcs. (Div.),AMEX,6100
APPY,GOOG/NASDAQ_APPY,Aspenbio Pharma,Biotechnology,NASDAQ,2830
APRI,GOOG/NASDAQ_APRI,Apricus Biosciences Inc,Drug,NASDAQ,2834
APT,GOOG/AMEX_APT,Alpha Pro Tech,Apparel,AMEX,2300
APTS,GOOG/AMEX_APTS,Preferred Apartment Communities,R.E.I.T.,AMEX,6720
APU,GOOG/NYSE_APU,Amerigas Partners L.P.,Natural Gas (Distrib.),NYSE,4920
APWC,GOOG/NASDAQ_APWC,Asia Pac Wire &Cable,Telecom. Equipment,NASDAQ,4811
AQ,GOOG/AMEX_AQ,Acquity Group Limited American,E-Commerce,AMEX,7372
ARAY,GOOG/NASDAQ_ARAY,Accuray Incorporated,Medical Supplies,NASDAQ,8060
ARB,GOOG/NYSE_ARB,Arbitron Inc.,Information Services,NYSE,
ARBA,GOOG/NASDAQ_ARBA,Ariba,E-Commerce,NASDAQ,7372
ARC,GOOG/NYSE_ARC,American Reprographics Company,Internet,NYSE,7370
ARCI,GOOG/NASDAQ_ARCI,Appliance Recycling Centers,Environmental,NASDAQ,
ARCO,GOOG/NYSE_ARCO,Arcos Dorados Holdings Inc,Restaurant,NYSE,5812
